id_knjige,naslov,avtor,povp_ocena,st_ocen,st_recenzij,leto_izdaje,st_strani,jezik,st_trenutnih_bralcev,zanri
14975,"Labyrinth (Languedoc, #1)",Kate Mosse,3.62,58565,3851,2007,515,English,2703,"Historical Fiction, Fiction, Fantasy, Mystery, Historical, Thriller, France, Adventure, Adult, Mystery Thriller"
5267365,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter,4.2,74277,3047,2009,263,English,979,"Young Adult, Mystery, Romance, Contemporary, Fiction, Espionage, Adventure, Teen, Chick Lit, Action"
7334201,Super Sad True Love Story,Gary Shteyngart,3.45,41574,4943,2010,331,English,2089,"Fiction, Dystopia, Science Fiction, Book Club, Romance, Novels, Humor, Satire, Contemporary, American"
8428064,"Demonglass (Hex Hall, #2)",Rachel Hawkins,4.08,94265,5000,2011,359,English,652,"Young Adult, Fantasy, Paranormal, Romance, Magic, Vampires, Witches, Demons, Supernatural, Urban Fantasy"
3522419,"Nemesis (Harry Hole, #4)",Jo Nesbø,3.98,79007,3544,2002,480,English,2446,"Crime, Mystery, Fiction, Thriller, Detective, Mystery Thriller, Scandinavian Literature, Audiobook, Nordic Noir, Suspense"
6950688,"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,4.29,69177,2921,2010,265,English,825,"Young Adult, Mystery, Romance, Contemporary, Fiction, Espionage, Adventure, Teen, Chick Lit, Action"
7307795,"Started Early, Took My Dog (Jackson Brodie, #4)",Kate Atkinson,3.93,47731,4036,2010,350,English,2820,"Mystery, Fiction, Crime, Audiobook, Mystery Thriller, British Literature, Thriller, Detective, Contemporary, Suspense"
9498875,The Lonely Polygamist,Brady Udall,3.52,15411,2662,2011,602,English,508,"Fiction, Book Club, Contemporary, Adult Fiction, Religion, Polygamy, Literary Fiction, Adult, Novels, Audiobook"
32148570,Before We Were Yours,Lisa Wingate,4.4,702821,50307,2017,342,English,49659,"Historical Fiction, Book Club, Fiction, Audiobook, Historical, Adult, Adult Fiction, Family, Contemporary, Adoption"
7864437,"The Death Cure (The Maze Runner, #3)",James Dashner,3.78,490200,28945,2011,325,English,11516,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Adventure, Post Apocalyptic, Audiobook, Teen, Action"
50695,Everyman,Philip Roth,3.62,21151,2171,2007,182,English,422,"Fiction, Literature, American, Novels, Literary Fiction, Contemporary, The United States Of America, Jewish, Classics, Americana"
15161,The Ladies of Grace Adieu and Other Stories,Susanna Clarke,3.87,23176,2252,2006,235,English,1132,"Fantasy, Short Stories, Fiction, Historical Fiction, Historical, Magic, Audiobook, Fairy Tales, Science Fiction Fantasy, Historical Fantasy"
12893742,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,4.28,177894,7318,2012,406,English,2841,"Fantasy, Mythology, Young Adult, Middle Grade, Fiction, Adventure, Percy Jackson, Magic, Urban Fantasy, Childrens"
32768522,"Carry On (Simon Snow, #1)",Rainbow Rowell,4.16,330392,38448,2017,522,English,39,"Young Adult, Queer, Magic, Audiobook, Young Adult Fantasy, Enemies To Lovers, Gay, Contemporary, M M Romance, Paranormal"
1857440,"John Dies at the End (John Dies at the End, #1)",David Wong,3.87,82253,8341,2007,362,English,5768,"Horror, Fiction, Fantasy, Humor, Science Fiction, Comedy, Audiobook, Urban Fantasy, Paranormal, Supernatural"
16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.39,354420,31717,2013,404,English,20377,"Nonfiction, History, Book Club, Sports, Biography, Audiobook, Historical, World War II, American History, Memoir"
38657,The Stolen Child,Keith Donohue,3.73,11637,1480,2006,327,English,217,"Fantasy, Fiction, Book Club, Fairy Tales, Magical Realism, Paranormal, Adult Fiction, Audiobook, Adult, Science Fiction Fantasy"
10335308,Is Everyone Hanging Out Without Me?,Mindy Kaling,3.86,510481,24701,2011,222,English,7263,"Nonfiction, Memoir, Humor, Audiobook, Biography, Comedy, Biography Memoir, Autobiography, Essays, Book Club"
23604559,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,4.07,278310,34828,2015,372,English,20498,"Fiction, Book Club, Contemporary, Audiobook, Fantasy, Humor, Adult, Adult Fiction, Literary Fiction, Family"
27001,"The Well of Lost Plots (Thursday Next, #3)",Jasper Fforde,4.09,42138,2203,2004,381,English,581,"Fantasy, Fiction, Mystery, Humor, Books About Books, Science Fiction, Audiobook, Science Fiction Fantasy, Alternate History, Time Travel"
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,3.63,219986,24828,2017,273,English,28557,"Fiction, Book Club, LGBT, Contemporary, Audiobook, Queer, Romance, Literary Fiction, Humor, Adult"
9862761,1493: Uncovering the New World Columbus Created,Charles C. Mann,4.12,20666,1778,2011,557,English,2323,"History, Nonfiction, Science, American History, World History, Audiobook, Anthropology, Historical, Economics, Environment"
446038,Down River,John Hart,3.97,16000,1632,2007,325,English,1295,"Mystery, Fiction, Thriller, Mystery Thriller, Suspense, Crime, Book Club, Audiobook, Southern, Adult"
10915826,The Torah Codes,Ezra Barany,3.45,188,39,2011,382,English,31,"Mystery, Fiction, Suspense, Thriller, Fantasy, Mystery Thriller"
10140661,"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,3.98,160796,9098,2011,506,English,3505,"Romance, Contemporary Romance, Contemporary, Erotica, Adult, New Adult, Fiction, College, Erotic Romance, Chick Lit"
14236,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,3.7,5793,701,2003,404,English,419,"Fiction, Historical Fiction, Australia, Historical, Novels, Literary Fiction, Literature, Tasmania, Unfinished, Contemporary"
17231,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,3.9,214698,8383,2006,288,English,5174,"Fiction, Mystery, Thriller, Crime, Horror, Mystery Thriller, Audiobook, Suspense, Adult, Serial Killer"
8680417,Midnight Riot (Rivers of London #1),Ben Aaronovitch,3.85,144842,13471,2011,310,English,6856,"Fantasy, Urban Fantasy, Mystery, Fiction, Crime, Audiobook, Paranormal, Magic, Supernatural, Detective"
41081373,"Girl, Woman, Other",Bernardine Evaristo,4.26,258169,24290,2019,453,English,21522,"Fiction, Feminism, Contemporary, Book Club, LGBT, Literary Fiction, Queer, Short Stories, Audiobook, Race"
14963,A Wedding in December,Anita Shreve,3.14,21599,1764,2005,352,English,568,"Fiction, Romance, Chick Lit, Book Club, Contemporary, Drama, Adult Fiction, Adult, Novels, Audiobook"
18460392,All the Bright Places,Jennifer Niven,4.11,617992,54598,2015,388,English,19575,"Young Adult, Romance, Contemporary, Fiction, Mental Health, Realistic Fiction, Mental Illness, Audiobook, Young Adult Contemporary, Book Club"
8573020,The Weird Sisters,Eleanor Brown,3.37,47351,6700,2011,320,English,1425,"Fiction, Book Club, Contemporary, Chick Lit, Adult, Adult Fiction, Audiobook, Family, Literary Fiction, Books About Books"
6905534,"Raised by Wolves (Raised by Wolves, #1)",Jennifer Lynn Barnes,3.92,30115,1749,2010,432,English,493,"Young Adult, Paranormal, Werewolves, Fantasy, Romance, Urban Fantasy, Shapeshifters, Supernatural, Paranormal Romance, Wolves"
17983396,Proxima,Stephen Baxter,3.81,7211,644,2013,456,English,401,"Science Fiction, Fiction, Space Opera, Audiobook, Science Fiction Fantasy, Space, Hard Science Fiction, Speculative Fiction, Novels, Fantasy"
902715,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,4.36,206085,10363,2007,441,English,7934,"Fantasy, Fiction, Audiobook, Epic Fantasy, High Fantasy, Dark Fantasy, Adventure, Adult, Science Fiction Fantasy, Magic"
13615258,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,4.12,97810,4878,2012,43,English,1294,"Young Adult, Dystopia, Short Stories, Fantasy, Science Fiction, Fiction, Romance, Novella, Post Apocalyptic, Teen"
19548967,Cracked Hearts,Linda Masemore Pirrung,4.29,121,50,2013,266,English,82,"Romance, Mystery, Psychology"
45109,"Golden Fool (Tawny Man, #2)",Robin Hobb,4.38,90040,3084,2003,709,English,1891,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Science Fiction Fantasy, Adventure, Dragons, Magic, Adult"
13330603,The Sandcastle Girls,Chris Bohjalian,3.89,42374,5397,2012,299,English,2530,"Historical Fiction, Fiction, Book Club, Historical, Audiobook, War, Middle East, Romance, World War I, Adult Fiction"
60194162,Demon Copperhead,Barbara Kingsolver,4.47,723253,75884,2022,560,English,87099,"Fiction, Book Club, Historical Fiction, Audiobook, Literary Fiction, Contemporary, Coming Of Age, Novels, Adult, Historical"
6668467,Winter Garden,Kristin Hannah,4.28,392192,34800,2010,394,English,58032,"Historical Fiction, Fiction, Book Club, Historical, Romance, Audiobook, Chick Lit, Contemporary, Russia, World War II"
287861,"Mortal Engines (Mortal Engines, #1)",Philip Reeve,3.77,69723,6759,2004,326,English,5239,"Fantasy, Young Adult, Science Fiction, Steampunk, Fiction, Dystopia, Audiobook, Adventure, Post Apocalyptic, Science Fiction Fantasy"
9166559,These Things Hidden,Heather Gudenkauf,3.88,40565,3769,2011,337,,809,"Fiction, Mystery, Thriller, Book Club, Mystery Thriller, Suspense, Young Adult, Contemporary, Adult Fiction, Crime"
294047,Amazonia,James Rollins,4.15,35034,1590,2002,510,English,935,"Thriller, Adventure, Fiction, Mystery, Action, Science Fiction, Mystery Thriller, Suspense, Fantasy, Audiobook"
17333319,Burial Rites,Hannah Kent,4.04,121578,14622,2013,336,English,4205,"Historical Fiction, Fiction, Book Club, Historical, Mystery, Crime, Adult, Literary Fiction, Audiobook, Adult Fiction"
22522805,The Buried Giant,Kazuo Ishiguro,3.59,118442,14635,2015,317,English,8458,"Fantasy, Fiction, Historical Fiction, Book Club, Literary Fiction, Audiobook, Magical Realism, Historical, Novels, Literature"
32703,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,3.72,10576,623,2001,277,English,164,"Horror, Fiction, Historical Fiction, Paranormal, Thriller, Fantasy, Mystery, Supernatural, Ghosts, Historical"
10414941,Catherine the Great: Portrait of a Woman,Robert K. Massie,3.94,107604,4654,2011,656,English,5483,"History, Biography, Nonfiction, Russia, Historical, Biography Memoir, Audiobook, Russian History, Royalty, Book Club"
27574,A Tale of Love and Darkness,Amos Oz,4.23,12601,1316,2005,560,English,2637,"Israel, Nonfiction, Memoir, Biography, Middle East, History, Jewish, Literature, Biography Memoir, Autobiography"
20912424,"The War That Saved My Life (The War That Saved My Life, #1)",Kimberly Brubaker Bradley,4.49,112461,13311,2015,316,English,3578,"Historical Fiction, Middle Grade, Fiction, Young Adult, Historical, World War II, Childrens, Audiobook, War, Family"
37426,Little Children,Tom Perrotta,3.64,32864,2546,2005,355,English,534,"Fiction, Book Club, Contemporary, Literary Fiction, Adult Fiction, Novels, Adult, Drama, Family, Marriage"
65112,"The End (A Series of Unfortunate Events, #13)",Lemony Snicket,4.04,114913,6242,2006,353,English,1088,"Fiction, Young Adult, Childrens, Middle Grade, Fantasy, Mystery, Adventure, Audiobook, Humor, Juvenile"
11367726,Defending Jacob: A Novel,William Landay,4.0,309162,24602,2012,421,English,10234,"Fiction, Book Club, Mystery, Thriller, Crime, Mystery Thriller, Audiobook, Suspense, Adult, Legal Thriller"
295649,"Bloody Jack (Bloody Jack, #1)",L.A. Meyer,4.12,27511,2646,2010,304,English,421,"Historical Fiction, Young Adult, Adventure, Pirates, Fiction, Historical, Audiobook, Teen, Romance, Fantasy"
13125947,"Reached (Matched, #3)",Ally Condie,3.54,175884,12406,2012,512,,3959,"Young Adult, Dystopia, Romance, Science Fiction, Fiction, Fantasy, Audiobook, Teen, Adventure, Post Apocalyptic"
24612118,Fates and Furies,Lauren Groff,3.59,146232,16674,2015,390,English,8952,"Fiction, Book Club, Contemporary, Literary Fiction, Audiobook, Romance, Adult, Adult Fiction, Novels, Marriage"
25893693,"Lilac Girls (Woolsey-Ferriday, #1)",Martha Hall Kelly,4.29,333890,24601,2016,487,English,27692,"Historical Fiction, Fiction, Book Club, World War II, Historical, Audiobook, War, Holocaust, Adult, Adult Fiction"
13262783,"Every Day (Every Day, #1)",David Levithan,3.89,242140,23631,2012,322,English,5700,"Young Adult, Romance, Fantasy, Fiction, Contemporary, LGBT, Magical Realism, Paranormal, Teen, Book Club"
11594257,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,3.98,115175,9096,2012,374,English,1706,"Young Adult, Dystopia, Fantasy, Romance, Science Fiction, Fiction, Post Apocalyptic, Adventure, Paranormal, Audiobook"
45000,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto,4.17,11198,1208,2005,0,English,1467,"History, Nonfiction, American History, New York, Historical, Audiobook, American, Travel, Book Club, 17th Century"
8686068,"The Devotion of Suspect X (Detective Galileo, #1)",Keigo Higashino,4.17,73562,10508,2011,298,English,3099,"Mystery, Fiction, Thriller, Japan, Crime, Mystery Thriller, Japanese Literature, Detective, Audiobook, Suspense"
10006,Oracle Night,Paul Auster,3.81,17474,1224,2003,245,English,297,"Fiction, Contemporary, American, Novels, Literature, Mystery, The United States Of America, Literary Fiction, New York, Roman"
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,4.16,173831,12087,2018,372,English,33723,"Nonfiction, History, Philosophy, Science, Politics, Audiobook, Psychology, Sociology, Society, Self Help"
5167,Cane River,Lalita Tademy,4.08,50153,2382,2002,522,English,1233,"Historical Fiction, Fiction, Book Club, Historical, African American, Southern, Adult, Race, Family, Novels"
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.14,28472,932,2005,688,English,1974,"Science, Nonfiction, Evolution, Biology, History, Popular Science, Anthropology, Natural History, Audiobook, Nature"
5454,"The Second Summer of the Sisterhood (Sisterhood, #2)",Ann Brashares,3.81,100657,2958,2004,373,English,1027,"Young Adult, Fiction, Chick Lit, Contemporary, Romance, Teen, Realistic Fiction, Childrens, Friendship, Coming Of Age"
17237214,Two Boys Kissing,David Levithan,4.07,48506,5412,2013,200,English,1366,"Young Adult, LGBT, Romance, Contemporary, Queer, Fiction, Banned Books, Gay, Realistic Fiction, Audiobook"
7743175,"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,4.58,157963,9530,2013,912,English,4091,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Epic, Adventure, Magic, Adult"
11710373,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,4.55,138065,8658,2014,842,English,8807,"Historical Fiction, Romance, Fiction, Fantasy, Time Travel, Outlander, Historical, Historical Romance, Audiobook, Outlander Series"
41150487,"Red, White & Royal Blue",Casey McQuiston,4.06,1186753,124694,2019,448,English,58633,"Romance, LGBT, Contemporary, Fiction, Queer, Young Adult, Audiobook, Enemies To Lovers, New Adult, Gay"
58077,"Grave Sight (Harper Connelly, #1)",Charlaine Harris,3.87,66137,2822,2006,293,English,810,"Mystery, Paranormal, Fantasy, Urban Fantasy, Fiction, Supernatural, Audiobook, Crime, Romance, Mystery Thriller"
16181,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory,3.93,166253,5302,2006,390,English,3261,"Historical Fiction, Fiction, Historical, Romance, Tudor Period, British Literature, Adult, Historical Romance, Audiobook, Royalty"
10626594,The Scorpio Races,Maggie Stiefvater,4.1,113011,15033,2011,409,English,2074,"Fantasy, Young Adult, Romance, Fiction, Audiobook, Mythology, Young Adult Fantasy, Paranormal, Adventure, Teen"
3751995,"Grave Goods (Mistress of the Art of Death, #3)",Ariana Franklin,4.11,12246,973,2009,336,English,184,"Historical Fiction, Mystery, Fiction, Historical, Historical Mystery, Medieval, Crime, Mystery Thriller, Audiobook, British Literature"
688191,"Everlost (The Skinjacker Trilogy, #1)",Neal Shusterman,3.96,36475,3350,2006,320,English,1129,"Fantasy, Young Adult, Paranormal, Fiction, Supernatural, Ghosts, Science Fiction, Adventure, Death, Teen"
226113,Tallgrass,Sandra Dallas,3.9,12624,1838,2007,305,English,251,"Historical Fiction, Fiction, Book Club, Historical, World War II, Mystery, Audiobook, Young Adult, Adult Fiction, War"
125926,"Dime Store Magic (Women of the Otherworld, #3)",Kelley Armstrong,4.07,36959,1393,2007,448,English,509,"Urban Fantasy, Fantasy, Paranormal, Romance, Witches, Paranormal Romance, Magic, Fiction, Supernatural, Adult"
17683,"Dead Beat (The Dresden Files, #7)",Jim Butcher,4.41,132633,4866,2006,528,English,2521,"Fantasy, Urban Fantasy, Fiction, Mystery, Paranormal, Audiobook, Magic, Vampires, Supernatural, Science Fiction Fantasy"
44652,"Fablehaven (Fablehaven, #1)",Brandon Mull,4.14,175510,13312,2006,351,English,4159,"Fantasy, Young Adult, Middle Grade, Fiction, Childrens, Adventure, Magic, Audiobook, Juvenile, Young Adult Fantasy"
10503,The Mysterious Flame Of Queen Loana,Umberto Eco,3.38,12614,1135,2006,469,English,681,"Fiction, Historical Fiction, Literature, Italian Literature, Italy, Literary Fiction, Contemporary, Novels, Books About Books, Mystery"
11594337,The One and Only Ivan (The One and Only #1),Katherine Applegate,4.27,205702,19230,2012,304,English,7966,"Middle Grade, Fiction, Animals, Childrens, Young Adult, Fantasy, Audiobook, Juvenile, Friendship, School"
3181564,The Housekeeper and the Professor,Yōko Ogawa,4.05,92467,14241,2009,180,English,3284,"Fiction, Japan, Japanese Literature, Contemporary, Literary Fiction, Book Club, Asia, Asian Literature, Novels, Audiobook"
446,The Brooklyn Follies,Paul Auster,3.88,31809,2469,2006,306,English,725,"Fiction, Contemporary, American, New York, Novels, The United States Of America, Literature, Literary Fiction, Book Club, Americana"
121927,"Danse Macabre (Anita Blake, Vampire Hunter, #14)",Laurell K. Hamilton,3.84,48412,1056,2007,517,English,534,"Urban Fantasy, Vampires, Paranormal, Fantasy, Romance, Paranormal Romance, Fiction, Horror, Supernatural, Erotica"
6423085,Catapult Soul,Brian Celio,3.98,48,12,2009,600,English,11,"Counter Culture, Fiction"
2211221,"Nothing to Lose (Jack Reacher, #12)",Lee Child,3.93,77100,3520,2008,416,English,6955,"Thriller, Fiction, Mystery, Crime, Audiobook, Action, Suspense, Mystery Thriller, Adventure, Detective"
22207,Lullabies for Little Criminals,Heather O'Neill,4.04,29222,2403,2006,330,English,713,"Fiction, Canada, Contemporary, Coming Of Age, Book Club, Young Adult, Literary Fiction, Canadian Literature, Novels, Audiobook"
312043,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey,3.81,32262,1905,2007,340,English,898,"Fantasy, Dragons, Young Adult, Fiction, Middle Grade, Childrens, Magic, Urban Fantasy, Adventure, Juvenile"
15733160,Meditation on Space-Time,Leonard Seet,4.11,38,10,2012,236,English,0,"Philosophy, Fiction, Literature"
34091026,"Choosing Light: When an Earthquake Buried Me and My Family for 5 Days, I Learned to Fully Live",Viral Dalal,3.72,1100,140,2017,338,English,37,"Nonfiction, Memoir, India, Autobiography, Biography Memoir, Adventure, Survival, Biography, Family, History"
49005456,We of the Forsaken World...,Kiran Bhat,4.21,1312,289,2020,178,English,18,"Short Stories, Fiction, Contemporary, 21st Century, Indian Literature, Dystopia"
52432893,Boot: A Sorta Novel of Vietnam,Charles L. Templeton,4.53,206,97,2020,329,English,38,"Historical Fiction, Fiction, War"
9397967,"Abandon (Abandon, #1)",Meg Cabot,3.69,40545,4050,2011,304,English,623,"Young Adult, Fantasy, Mythology, Romance, Paranormal, Fiction, Supernatural, Paranormal Romance, Greek Mythology, Retellings"
12397415,A Legacy of Madness: Recovering My Family from Generations of Mental Illness,Tom Davis,3.67,1380,22,2011,273,English,13,"Psychology, Mental Health, Memoir, Nonfiction, Mental Illness, Self Help, Medical, Biography, Family, Health"
12260599,Huey Lambert's Walking Nuclear Circus,Jonathan Culver,3.69,26,8,2008,128,English,0,Fiction
9462812,"Die for Me (Revenants, #1)",Amy Plum,3.98,55934,4565,2011,341,English,622,"Young Adult, Fantasy, Paranormal, Romance, Paranormal Romance, Zombies, Supernatural, Urban Fantasy, Fiction, Young Adult Paranormal"
2924318,"Home (Gilead, #2)",Marilynne Robinson,4.04,29773,4357,2008,325,English,1696,"Fiction, Historical Fiction, Literary Fiction, Novels, Book Club, Literature, Religion, Contemporary, Audiobook, Family"
17407748,The Longest Ride,Nicholas Sparks,4.17,155292,11755,2013,398,English,7339,"Romance, Fiction, Contemporary, Chick Lit, Audiobook, Adult, Book Club, Contemporary Romance, Adult Fiction, Drama"
34619565,"Conscious Creativity Mindfulness Meditations (AoL Mindfulness, #7)",Nataša Pantović,4.18,28,3,2017,128,English,3,"Spirituality, Nonfiction, Self Help, Meditation, Philosophy"
11733930,"Revelations (Bloodlines, #3)",Lindsay Anne Kendal,4.1,291,12,2013,323,English,11,"Vampires, Young Adult, Horror, Paranormal, Fantasy, Romance, Angels, Demons, Paranormal Romance"
91474,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,4.39,127363,3950,2007,547,English,2085,"Fantasy, Urban Fantasy, Fiction, Mystery, Audiobook, Paranormal, Magic, Supernatural, Vampires, Science Fiction Fantasy"
6567017,"Will Grayson, Will Grayson",John Green,3.69,410023,21171,2010,320,English,7485,"Young Adult, Fiction, Contemporary, LGBT, Romance, Queer, Realistic Fiction, Coming Of Age, Teen, Audiobook"
17553217,"Undressed (The Manhattanites, #2)",Avery Aster,3.65,2341,591,2013,257,English,88,"Romance, Erotica, Erotic Romance, Menage, Contemporary, Adult, Humor, Chick Lit, New Adult, Fiction"
25817493,News of the World,Paulette Jiles,4.08,110873,14546,2016,209,English,8930,"Historical Fiction, Fiction, Book Club, Westerns, Historical, Audiobook, Adult, Literary Fiction, Adventure, Adult Fiction"
9724798,The Violets of March,Sarah Jio,3.84,27286,3189,2011,296,English,535,"Fiction, Historical Fiction, Romance, Book Club, Chick Lit, Mystery, Contemporary, Audiobook, Adult Fiction, Historical"
6609748,"The Mysterious Howling (The Incorrigible Children of Ashton Place, #1)",Maryrose Wood,3.95,22846,3277,2010,272,English,543,"Middle Grade, Mystery, Fiction, Fantasy, Childrens, Historical Fiction, Audiobook, Young Adult, Humor, Historical"
23251003,"Dom Wars: Rounds 1, 2, 3 (Dom Wars, #1-3)",Lucian Bane,3.98,844,81,2014,302,English,147,"BDSM, Erotica, Romance, Humor, Erotic Romance, Adult, Contemporary Romance, M F Romance, New Adult, Suspense"
25131174,"The Immortal Coil (The Immortal Coil, #1)",J. Armand,3.49,241,12,2015,392,English,30,"Fantasy, Urban Fantasy, Vampires, Supernatural, M M Romance, Paranormal"
393145,The Riddle (The Books of Pellinor #2),Alison Croggon,4.12,22161,683,2006,490,English,327,"Fantasy, Young Adult, Fiction, Magic, Young Adult Fantasy, High Fantasy, Adventure, Epic Fantasy, Science Fiction Fantasy, Romance"
33253215,The Heart's Invisible Furies,John Boyne,4.51,199813,23857,2017,582,English,16941,"Historical Fiction, Fiction, Book Club, LGBT, Ireland, Historical, Literary Fiction, Audiobook, Queer, Contemporary"
58937530,Forty-Ninth,Boris Pronsky,4.13,127,12,2021,188,English,5,"Historical Fiction, Novels, Fiction, Audiobook, American History, Historical, Russian History, 19th Century, Adventure, Literature"
161426,How I Live Now,Meg Rosoff,3.57,46795,5235,2004,194,English,765,"Young Adult, Fiction, Dystopia, Romance, War, Science Fiction, Teen, Post Apocalyptic, Survival, Audiobook"
18214458,"Unscrupulous (The Manhattanites, #1)",Avery Aster,3.71,1916,730,2013,260,English,119,"Romance, Erotica, Contemporary Romance, Contemporary, Erotic Romance, Humor, Adult, Chick Lit, Amazon, Fiction"
86663,"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,4.16,107662,2644,2005,319,English,1080,"Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Mystery Thriller, Comedy, Audiobook, Contemporary"
16151178,The Sea of Tranquility,Katja Millay,4.29,88252,10561,2012,449,English,1470,"Romance, Young Adult, Contemporary, New Adult, Fiction, Contemporary Romance, High School, Abuse, Realistic Fiction, Book Club"
23005802,"The Waking (Ruin, #1)",Lucian Bane,3.96,776,137,2014,123,English,108,"Paranormal, Fantasy, Romance, Paranormal Romance, Angels, Erotica, Fantasy Romance, Contemporary, Adult Fiction, Urban Fantasy"
25609206,"Mindful Being (AoL Mindfulness, #4)",Nataša Pantović,4.71,48,14,2015,187,English,0,"Spirituality, Self Help, Nonfiction, Meditation, Adult, Psychology, Personal Development, Parenting, Philosophy, Relationships"
40097951,The Silent Patient,Alex Michaelides,4.17,3043253,263278,2019,336,English,162399,"Thriller, Mystery, Fiction, Book Club, Mystery Thriller, Audiobook, Suspense, Crime, Psychological Thriller, Adult"
379087,A Long Long Way (Dunne Family #3),Sebastian Barry,4.14,8574,939,2005,292,English,643,"Fiction, Historical Fiction, Ireland, War, Irish Literature, World War I, Historical, Literary Fiction, Book Club, Novels"
51433,"The Rebels of Ireland (The Dublin Saga, #2)",Edward Rutherfurd,4.12,7641,545,2007,863,English,995,"Historical Fiction, Fiction, Ireland, Historical, Irish Literature, Audiobook, Epic, Novels, Cultural, Adult"
10607,"Black House (The Talisman, #2)",Stephen King,4.04,67783,2691,2003,659,English,2781,"Horror, Fantasy, Fiction, Thriller, Mystery, Audiobook, Supernatural, Crime, Paranormal, Suspense"
18693763,Everything I Never Told You,Celeste Ng,3.83,600889,53552,2014,297,English,24155,"Fiction, Book Club, Contemporary, Mystery, Audiobook, Historical Fiction, Literary Fiction, Adult, Family, Adult Fiction"
9917938,"Blood Red Road (Dust Lands, #1)",Moira Young,3.91,62174,5864,2011,459,English,849,"Young Adult, Dystopia, Fantasy, Romance, Science Fiction, Post Apocalyptic, Adventure, Fiction, Teen, Audiobook"
455941,"Persuader (Jack Reacher, #7)",Lee Child,4.14,102094,4340,2004,496,English,13512,"Thriller, Fiction, Mystery, Crime, Action, Suspense, Audiobook, Mystery Thriller, Adventure, Detective"
6480781,Open,Andre Agassi,4.32,141208,10334,2009,388,English,6265,"Biography, Nonfiction, Sports, Memoir, Autobiography, Audiobook, Biography Memoir, Book Club, Adult, The United States Of America"
272315,Keeping You a Secret,Julie Anne Peters,3.93,36600,1501,2005,250,English,848,"LGBT, Young Adult, Romance, Queer, Fiction, Lesbian, Contemporary, Realistic Fiction, Gay, Teen"
838150,"Lost in a Good Book (Thursday Next, #2)",Jasper Fforde,4.13,55735,3236,2002,372,English,781,"Fantasy, Fiction, Mystery, Humor, Science Fiction, Books About Books, Time Travel, Audiobook, Alternate History, Science Fiction Fantasy"
6617037,"Debt: The First 5,000 Years",David Graeber,4.21,25889,3226,2011,534,English,7366,"History, Economics, Nonfiction, Anthropology, Politics, Finance, Philosophy, Audiobook, Business, Sociology"
7164343,"The Lion (John Corey, #5)",Nelson DeMille,4.26,33572,1378,2010,437,English,1126,"Fiction, Thriller, Mystery, Suspense, Audiobook, Mystery Thriller, Crime, Terrorism, Action, Detective"
17906995,"Requiem for Humanity (Last Days, #1)",Joseph Sweet,4.45,29,6,2013,218,English,0,Zombies
25437891,The V Girl: A Coming of Age Story,Mya Robarts,3.96,16742,1778,2015,340,English,916,"Romance, Coming Of Age, Young Adult, Dystopia, Love, War, Fiction, Book Club, Science Fiction, New Adult"
16171272,The Good Lord Bird,James McBride,3.95,37406,4746,2013,417,English,3860,"Historical Fiction, Fiction, Book Club, Historical, Audiobook, African American, Literary Fiction, Civil War, Novels, Humor"
714902,"Noughts & Crosses (Noughts & Crosses, #1)",Malorie Blackman,4.17,81096,6074,2006,479,English,2480,"Young Adult, Romance, Fiction, Dystopia, Fantasy, Science Fiction, Contemporary, Race, Audiobook, Childrens"
21222015,Calico Jack in your Garden,Karl Wiggins,4.22,218,7,2013,296,English,6,"Humor, Fiction, Comedy"
